Código de infração;Infração;Responsável;Valor da multa;Órgão Autuador;Artigos do CTB;Pontos;Gravidade
73740;Bloquear a via com veiculo;Condutor;293.47;Municipal/Rodoviario;253;7.0;Gravissima
64591;Deixar de sinalizar via para tornar visivel local quando tiver remover veiculo da pista;Condutor;195.23;Municipal/Rodoviario;225*I;5.0;Grave
64592;Deixar de sinalizar a via para tornar visivel o local quando permanecer acostamento;Condutor;195.23;Municipal/Rodoviario;225*I;5.0;Grave
64670;Deixar de sinalizar a via para tornar visivel o local quando a carga for derramada;Condutor;195.23;Municipal/Rodoviario;225*II;5.0;Grave
65300;Usar no veiculo equipamento com som em volume ou frequencia que nao sejam autorizados pelo CONTRAN;Condutor;195.23;Municipal/Rodoviario;228;5.0;Grave
66101;Conduzir o veiculo com a cor alterada;Proprietario;195.23;Estadual/Rodoviario;230*VII;5.0;Grave
66102;Conduzir o veiculo com caracteristica alterada;Proprietario;195.23;Estadual/Rodoviario;230*VII;5.0;Grave
66290;Conduzir veiculo sem ter sido submetido a inspecao de seguranca veicular, quando obrigatoria;Proprietario;195.23;Estadual/Rodoviario;230 * VIII;5.0;Grave
66371;Conduzir o veiculo sem equipamento obrigatorio;Proprietario;195.23;Estadual/Rodoviario;230*IX;5.0;Grave
73820;E proibido ao pedestre permanecer/andar pista, exceto para cruza-las onde permitido;Pedestre;44.19;Municipal/Rodoviario;254 * I;3.0;Leve50%
66372;Conduzir o veiculo com equipamento obrigatorio ineficiente/inoperante;Proprietario;195.23;Estadual/Rodoviario;230 * IX;5.0;Grave
66450;Conduzir o veiculo com equipamento obrigatorio em desacordo com o estabelecido pelo Contran;Proprietario;195.23;Estadual/Rodoviario;230 * X;5.0;Grave
66531;Conduzir o veiculo com descarga livre;Proprietario;195.23;Estadual/Rodoviario;230 * XI;5.0;Grave
66532;Conduzir o veiculo com silenciador de motor defeituoso/deficiente/inoperante;Proprietario;195.23;Estadual/Rodoviario;230 * XI;5.0;Grave
66610;Conduzir o veiculo com equipamento ou acessorio proibido;Proprietario;195.23;Estadual/Rodoviario;230 * XII;5.0;Grave
66700;Conduzir o veiculo com equipamento do sistema de iluminacao e de sinalizacao alterados;Proprietario;195.23;Estadual/Rodoviario;230 * XIII;5.0;Grave
75950;Dirigir veiculo realizando cobranca de tarifa com veiculo em movimento;Condutor;130.16;Estadual/Municipal/Rodoviario;252*II;4.0;Media
66880;Conduzir veiculo com registrador instantaneo inalteravel de velocidade/tempo viciado/defeituoso;Proprietario;195.23;Estadual/Rodoviario;230 * XIV;5.0;Grave
66961;Conduzir com inscricoes/adesivos/legendas/simbolos afixados no para-brisa e extensao traseira;Proprietario;195.23;Estadual/Rodoviario;230 * XV;5.0;Grave
66962;Conduzir com inscricoes/adesivos/legendas/simbolos pintados no para-brisa e extensao traseira;Proprietario;195.23;Estadual/Rodoviario;230 * XV;5.0;Grave
67000;Conduzir veiculo com vidro total/parcialmente coberto por pelicula, paineis/pintura;Proprietario;195.23;Estadual/Rodoviario;230 * XVI;5.0;Grave
67180;Conduzir o veiculo com cortinas ou persianas fechadas;Proprietario;195.23;Estadual/Rodoviario;230 * XVII;5.0;Grave
67261;Conduzir o veiculo em mau estado de conservacao, comprometendo a seguranca;Proprietario;195.23;Estadual/Rodoviario;230 * XVIII;5.0;Grave
67262;Conduzir o veiculo reprovado na avaliacao de inspecao de seguranca;Proprietario;195.23;Estadual/Rodoviario;230 * XVIII;5.0;Grave
67263;Conduzir o veiculo reprovado na avaliacao de emissao de poluentes e ruido;Proprietario;195.23;Estadual/Rodoviario;230 * XVIII;5.0;Grave
67340;Conduzir o veiculo sem acionar o limpador de para-brisa sob chuva;Condutor;195.23;Estadual/Rodoviario;230 * XIX;5.0;Grave
67420;Conduzir o veiculo sem portar a autorizacao para conducao de escolares;Proprietario;1467.35;Estadual/Rodoviario;230 * XX;7.0;Gravissima5X
68150;Transitar com veiculo produzindo fumaca, gases ou particulas em desacordo com o Contran;Proprietario;195.23;Municipal/Rodoviario;231 * III;5.0;Grave
68231;Transitar com veiculo e/ou carga com dimensoes superiores limite legal sem autorizacao;Proprietario;195.23;Municipal/Rodoviario;231 * IV;5.0;Grave
68232;Transitar com veiculo e/ou carga com dimensoes superiores estabelecidas pela sinalizacao sem autorizacao;Condutor;195.23;Municipal/Rodoviario;231 * IV;5.0;Grave
68401;Transitar em desacordo com autorizacao expedida para veiculo com dimensoes excedentes;Proprietario;195.23;Municipal/Rodoviario;231 * VI;5.0;Grave
68402;Transitar com autorizacao vencida, expedida para veiculo com dimensoes excedentes;Proprietario;195.23;Municipal/Rodoviario;231 * VI;5.0;Grave
68900;Transitar com o veiculo excedendo a Capacidade Maxima de Tracao (Capacidade Maxima de Tracao (CMT)) entre 601 e 1.000 kg;Proprietario;195.23;Municipal/Rodoviario;231 * X;5.0;Grave
69471;Conduzir pessoas nas partes externas do veiculo;Condutor;195.23;Municipal/Rodoviario;235;5.0;Grave
69472;Conduzir animais nas partes externas do veiculo;Condutor;195.23;Municipal/Rodoviario;235;5.0;Grave
69473;Conduzir carga nas partes externas do veiculo;Condutor;195.23;Municipal/Rodoviario;235;5.0;Grave
70800;Conduzir motocicleta, motoneta e ciclomotor rebocando outro veiculo;Condutor;195.23;Municipal/Rodoviario;244 * VI;5.0;Grave
70991;Conduzir motocicleta/motoneta/ciclomotor sem segurar o guidom com ambas as maos;Condutor;195.23;Municipal/Rodoviario;244 * VII;5.0;Grave
71021;Conduzir motocicleta, motoneta e ciclomotor transportando carga incompativel;Condutor;195.23;Municipal/Rodoviario;244 * VIII;5.0;Grave
71023;Conduzir motocicleta/motoneta/ciclomotor transportando carga em desacordo com § 2º do Art 139-A CTB;Condutor;195.23;Municipal/Rodoviario;244 * VIII;5.0;Grave
72180;Transportar em veiculo destinado ao transporte de passageiros carga excedente em desacordo com o art. 109;Condutor;195.23;Estadual/Rodoviario;248;5.0;Grave
74630;Transitar em velocidade superior a maxima permitida em mais de 20% ate 50%;Condutor;195.23;Municipal/Rodoviario;218 * II;5.0;Grave
75521;Conduzir motocicleta/motoneta/ciclomotor efetuando transporte remunerado mercadoria desacordo com art 139-A CTB;Condutor;195.23;Estadual/Municipal/Rodoviario;244 * IX;5.0;Grave
75522;Conduzir motocicleta/motoneta/ciclomotor efetuando transporte remunerado em desacordo normas atividade profissional mototaxistas;Condutor;195.23;Estadual/Municipal/Rodoviario;244 * IX;5.0;Grave
75600;Conduzir veiculo de transporte de passageiro ou carga em desacordo com as condicoes do art 67-A CTB;Condutor;130.16;Municipal/Rodoviario;230, XXIII;4.0;Media
69630;Transitar com veiculo em desacordo com as especificacoes/falta de inscricao/simbologia necessarias a sua identificacao;Proprietario;195.23;Estadual/Rodoviario;237;5.0;Grave
69980;Deixar responsavel de promover baixa registro de veiculo irrecuperavel/desmontado;Proprietario;195.23;Estadual;240;5.0;Grave
70210;Deixar seguradora de comunicar ocorrencia perda total veiculo e devolver placas/documentos;P. juridica;195.23;Estadual;243;5.0;Grave
